6.73135;-0.0510828;-0.00334295;-2.93483;4.29753;57.0159;9.98496;0.59;0.55;-2.92683;246.231;1544175074324
6.95547;-0.0457617;-0.00424214;-3.12958;4.29753;57.0159;9.98496;0.57;0.51;-2.62195;246.231;1544175074352
7.14828;-0.042569;-0.00497057;-3.30114;4.30377;57.0159;9.98496;0.83;0.48;-2.43902;246.588;1544175074376
7.34038;-0.0415048;-0.00578343;-3.4773;4.30377;57.0159;9.98496;0.61;0.51;-2.37805;246.588;1544175074400
7.53368;-0.0393763;-0.00667495;-3.65811;4.30377;57.0159;9.98496;0.62;0.46;-2.2561;246.588;1544175074424
7.75892;-0.0393763;-0.00779077;-3.87536;4.30132;57.0159;9.98496;0.66;0.47;-2.2561;246.448;1544175074452
7.92931;-0.0372479;-0.00865699;-4.04187;4.29944;57.0159;9.98496;0.69;0.4;-2.13415;246.34;1544175074473
0;-0.0372479;0;0;4.29944;57.0159;9.98496;0.76;0.55;-2.13415;246.201;1544175074479
0.387569;-0.0351194;-0.000222493;-0.018602;4.29891;57.0159;9.98496;0.66;0.44;-2.0122;246.309;1544175074527
0.583258;-0.0361837;-0.000354802;-0.0325996;4.29702;57.0159;9.98496;0.72;0.36;-2.07317;246.201;1544175074551
0.778699;-0.0383121;-0.000473615;-0.051288;4.30132;57.0159;9.98496;0.78;0.37;-2.19512;246.448;1544175074575
1.00338;-0.0393763;-0.000687939;-0.0793817;4.30132;57.0159;9.98496;0.66;0.49;-2.2561;246.448;1544175074603
1.18956;-0.0361837;-0.000941525;-0.10674;4.3075;57.0159;9.98496;0.61;0.42;-2.07317;246.801;1544175074626
1.39048;-0.042569;-0.00141502;-0.141499;4.30564;57.0159;9.98496;0.44;0.48;-2.43902;246.695;1544175074651
1.57622;-0.0372479;-0.00194932;-0.177748;4.30564;57.0159;9.98496;0.57;0.44;-2.13415;246.695;1544175074674
1.80286;-0.0415048;-0.00266766;-0.228223;4.31182;57.0159;9.98496;0.67;0.42;-2.37805;247.049;1544175074702
1.99662;-0.042569;-0.00330443;-0.276138;4.31615;57.0159;9.98496;0.72;0.44;-2.43902;247.297;1544175074726
2.19036;-0.0446975;-0.00390467;-0.328703;4.31615;57.0159;9.98496;0.82;0.44;-2.56098;247.297;1544175074750
2.40697;-0.0415048;-0.00454827;-0.393688;4.3205;57.0159;9.98496;0.8;0.49;-2.37805;247.546;1544175074777
